#creator_id: "https://orcid.org/0000-0002-7356-1779"
#curie_map: 
#  HP: "http://purl.obolibrary.org/obo/HP_"
#  MP: "http://purl.obolibrary.org/obo/MP_"
#  skos: "http://www.w3.org/2004/02/skos/core"
#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_provider: "http://purl.obolibrary.org/obo/upheno.owl"
subject_id	predicate_id	object_id	match_type	subject_label	object_label
HP:0001972	skos:exactMatch	MP:0002811	Lexical	Macrocytic anemia	macrocytic anemia
HP:0025066	skos:exactMatch	MP:0002813	Lexical	Decreased mean corpuscular volume	microcytosis
HP:0002583	skos:exactMatch	MP:0002816	Lexical	Colitis	colitis
HP:0031263	skos:exactMatch	MP:0002827	Lexical	Abnormal renal corpuscle morphology	abnormal renal corpuscle morphology
HP:0031264	skos:exactMatch	MP:0002828	Lexical	Abnormal morphology of Bowman capsule	abnormal renal glomerular capsule morphology
HP:0001081	skos:exactMatch	MP:0002830	Lexical	Cholelithiasis	gallstones
HP:0002615	skos:exactMatch	MP:0002843	Lexical	Hypotension	decreased systemic arterial blood pressure
HP:0012212	skos:exactMatch	MP:0002847	Lexical	Abnormal glomerular filtration rate	abnormal renal glomerular filtration rate
HP:0012592	skos:exactMatch	MP:0002871	Lexical	Albuminuria	albuminuria
HP:0020060	skos:exactMatch	MP:0002875	Lexical	Decreased red blood cell count	decreased erythrocyte cell number
HP:0002179	skos:exactMatch	MP:0002880	Lexical	Opisthotonus	opisthotonus
HP:0002919	skos:exactMatch	MP:0002893	Lexical	Ketonuria	ketoaciduria
HP:0012378	skos:exactMatch	MP:0002899	Lexical	Fatigue	fatigue
HP:0003109	skos:exactMatch	MP:0002901	Lexical	Hyperphosphaturia	increased urine phosphate level
HP:0012365	skos:exactMatch	MP:0002902	Lexical	Hypophosphaturia	decreased urine phosphate level
HP:0031817	skos:exactMatch	MP:0002905	Lexical	Decreased circulating parathyroid hormone level	decreased circulating parathyroid hormone level
HP:0030191	skos:exactMatch	MP:0002913	Lexical	Abnormal peripheral nervous system synaptic transmission	abnormal PNS synaptic transmission
HP:0002251	skos:exactMatch	MP:0002926	Lexical	Aganglionic megacolon	aganglionic megacolon
HP:0001367	skos:exactMatch	MP:0002932	Lexical	Abnormal joint morphology	abnormal joint morphology
HP:0100769	skos:exactMatch	MP:0002933	Lexical	Synovitis	joint inflammation
HP:0012594	skos:exactMatch	MP:0002959	Lexical	Microalbuminuria	increased urine microalbumin level
HP:0012117	skos:exactMatch	MP:0002965	Lexical	Hyperalbuminemia	increased circulating serum albumin level
HP:0012861	skos:exactMatch	MP:0002996	Lexical	Ovotestis	ovotestis
HP:0001948	skos:exactMatch	MP:0003028	Lexical	Alkalosis	alkalosis
HP:0032369	skos:exactMatch	MP:0003029	Lexical	Alkalemia	alkalemia
HP:0032368	skos:exactMatch	MP:0003030	Lexical	Acidemia	acidemia
HP:0012417	skos:exactMatch	MP:0003032	Lexical	Hypocapnia	hypocapnia
HP:0005317	skos:exactMatch	MP:0003034	Lexical	Increased pulmonary vascular resistance	increased pulmonary vascular resistance
HP:0001394	skos:exactMatch	MP:0003046	Lexical	Cirrhosis	liver cirrhosis
HP:0001539	skos:exactMatch	MP:0003052	Lexical	Omphalocele	omphalocele
HP:0000684	skos:exactMatch	MP:0003053	Lexical	Delayed eruption of teeth	delayed tooth eruption
HP:0002414	skos:exactMatch	MP:0003054	Lexical	Spina bifida	spina bifida
HP:0010301	skos:exactMatch	MP:0003054	Lexical	Spinal dysraphism	spina bifida
HP:0004303	skos:exactMatch	MP:0003084	Lexical	Abnormal muscle fiber morphology	abnormal skeletal muscle fiber morphology
HP:0100565	skos:exactMatch	MP:0003086	Lexical	Hydromyelia	hydromyelia
HP:0000541	skos:exactMatch	MP:0003099	Lexical	Retinal detachment	retinal detachment
HP:0000545	skos:exactMatch	MP:0003100	Lexical	Myopia	myopia
HP:0011003	skos:exactMatch	MP:0003101	Lexical	High myopia	high myopia
HP:0030716	skos:exactMatch	MP:0003104	Lexical	Acrania	acrania
HP:0002748	skos:exactMatch	MP:0003116	Lexical	Rickets	rickets
HP:0000047	skos:exactMatch	MP:0003124	Lexical	Hypospadias	hypospadia
HP:0012621	skos:exactMatch	MP:0003129	Lexical	Persistent cloaca	persistent cloaca
HP:0009892	skos:exactMatch	MP:0003142	Lexical	Anotia	anotia
HP:0100736	skos:exactMatch	MP:0003154	Lexical	Abnormal soft palate morphology	abnormal soft palate morphology
HP:0002015	skos:exactMatch	MP:0003158	Lexical	Dysphagia	dysphagia
HP:0012533	skos:exactMatch	MP:0003177	Lexical	Allodynia	allodynia
HP:0003761	skos:exactMatch	MP:0003195	Lexical	Calcinosis	calcinosis
HP:0000121	skos:exactMatch	MP:0003197	Lexical	Nephrocalcinosis	nephrocalcinosis
HP:0002185	skos:exactMatch	MP:0003214	Lexical	Neurofibrillary tangles	neurofibrillary tangles
HP:0005576	skos:exactMatch	MP:0003215	Lexical	Tubulointerstitial fibrosis	renal interstitial fibrosis
HP:0002121	skos:exactMatch	MP:0003216	Lexical	Absence seizure	absence seizures
HP:0001657	skos:exactMatch	MP:0003233	Lexical	Prolonged QT interval	prolonged QT interval
HP:0011467	skos:exactMatch	MP:0003250	Lexical	Absent gallbladder	absent gallbladder
HP:0001082	skos:exactMatch	MP:0003251	Lexical	Cholecystitis	gallbladder inflammation
HP:0030151	skos:exactMatch	MP:0003254	Lexical	Cholangitis	bile duct inflammation
HP:0001408	skos:exactMatch	MP:0003255	Lexical	Bile duct proliferation	bile duct proliferation
HP:0002613	skos:exactMatch	MP:0003256	Lexical	Biliary cirrhosis	biliary cirrhosis
HP:0002036	skos:exactMatch	MP:0003258	Lexical	Hiatus hernia	hiatal hernia
HP:0002018	skos:exactMatch	MP:0003259	Lexical	Nausea	nausea
HP:0002013	skos:exactMatch	MP:0003260	Lexical	Vomiting	vomiting
HP:0002248	skos:exactMatch	MP:0003261	Lexical	Hematemesis	hematemesis
HP:0100890	skos:exactMatch	MP:0003266	Lexical	Cyst of the ductus choledochus	biliary cyst
HP:0012450	skos:exactMatch	MP:0003268	Lexical	Chronic constipation	chronic constipation
HP:0100633	skos:exactMatch	MP:0003278	Lexical	Esophagitis	esophageal inflammation
HP:0000020	skos:exactMatch	MP:0003280	Lexical	Urinary incontinence	urinary incontinence
HP:0002607	skos:exactMatch	MP:0003281	Lexical	Bowel incontinence	fecal incontinence
HP:0002020	skos:exactMatch	MP:0003286	Lexical	Gastroesophageal reflux	gastroesophageal reflux
HP:0002573	skos:exactMatch	MP:0003293	Lexical	Hematochezia	rectal hemorrhage
HP:0002576	skos:exactMatch	MP:0003294	Lexical	Intussusception	intussusception
HP:0004398	skos:exactMatch	MP:0003301	Lexical	Peptic ulcer	peptic ulcer
HP:0002021	skos:exactMatch	MP:0003307	Lexical	Pyloric stenosis	pyloric stenosis
HP:0001310	skos:exactMatch	MP:0003314	Lexical	Dysmetria	dysmetria
HP:0005218	skos:exactMatch	MP:0003317	Lexical	Anoperineal fistula	anoperineal fistula
HP:0004792	skos:exactMatch	MP:0003318	Lexical	Rectoperineal fistula	rectoperineal fistula
HP:0000143	skos:exactMatch	MP:0003320	Lexical	Rectovaginal fistula	rectovaginal fistula
HP:0001395	skos:exactMatch	MP:0003333	Lexical	Hepatic fibrosis	liver fibrosis
HP:0100732	skos:exactMatch	MP:0003334	Lexical	Pancreatic fibrosis	pancreas fibrosis
HP:0006280	skos:exactMatch	MP:0003341	Lexical	Chronic pancreatitis	chronic pancreas inflammation
HP:0001747	skos:exactMatch	MP:0003342	Lexical	Accessory spleen	accessory spleen
HP:0001748	skos:exactMatch	MP:0003342	Lexical	Polysplenia	accessory spleen
HP:0003187	skos:exactMatch	MP:0003344	Lexical	Breast hypoplasia	mammary gland hypoplasia
HP:0011957	skos:exactMatch	MP:0003346	Lexical	Abnormal pectoral muscle morphology	abnormal pectoral muscle morphology
HP:0002446	skos:exactMatch	MP:0003354	Lexical	Astrocytosis	astrocytosis
HP:0030338	skos:exactMatch	MP:0003361	Lexical	Abnormal circulating gonadotropin level	abnormal circulating gonadotropin level
HP:0000837	skos:exactMatch	MP:0003362	Lexical	Increased circulating gonadotropin level	increased circulating gonadotropin level
HP:0030339	skos:exactMatch	MP:0003363	Lexical	Decreased circulating gonadotropin level	decreased circulating gonadotropin level
HP:0025132	skos:exactMatch	MP:0003369	Lexical	Abnormal circulating estrogen level	abnormal circulating estrogen level
HP:0000826	skos:exactMatch	MP:0003378	Lexical	Precocious puberty	early sexual maturation
HP:0001680	skos:exactMatch	MP:0003387	Lexical	Coarctation of aorta	aorta coarctation
HP:0001004	skos:exactMatch	MP:0003390	Lexical	Lymphedema	lymphedema
HP:0031251	skos:exactMatch	MP:0003395	Lexical	Abnormal subclavian artery morphology	abnormal subclavian artery morphology
HP:0200040	skos:exactMatch	MP:0003414	Lexical	Epidermoid cyst	epidermal cyst
HP:0001036	skos:exactMatch	MP:0003427	Lexical	Parakeratosis	parakeratosis
HP:0000843	skos:exactMatch	MP:0003432	Lexical	Hyperparathyroidism	increased activity of parathyroid
HP:0000829	skos:exactMatch	MP:0003433	Lexical	Hypoparathyroidism	decreased activity of parathyroid
HP:0031794	skos:exactMatch	MP:0003442	Lexical	Decreased circulating glycerol level	decreased circulating glycerol level
HP:0010497	skos:exactMatch	MP:0003445	Lexical	Sirenomelia	sirenomelia
HP:0000197	skos:exactMatch	MP:0003452	Lexical	Abnormal parotid gland morphology	abnormal parotid gland morphology
HP:0001019	skos:exactMatch	MP:0003454	Lexical	Erythroderma	erythroderma
HP:0100646	skos:exactMatch	MP:0003504	Lexical	Thyroiditis	thyroid gland inflammation
HP:0012882	skos:exactMatch	MP:0003517	Lexical	Hyperplastic labia majora	enlarged labia majora
HP:0000059	skos:exactMatch	MP:0003518	Lexical	Hypoplastic labia majora	small labia majora
HP:0008665	skos:exactMatch	MP:0003529	Lexical	Clitoral hypertrophy	enlarged clitoris
HP:0000060	skos:exactMatch	MP:0003530	Lexical	Clitoral hypoplasia	small clitoris
HP:0001153	skos:exactMatch	MP:0003533	Lexical	Septate vagina	bifid vagina
HP:0040314	skos:exactMatch	MP:0003534	Lexical	Blind vagina	blind vagina
HP:0031088	skos:exactMatch	MP:0003536	Lexical	Vaginal dryness	vagina dryness
HP:0030010	skos:exactMatch	MP:0003537	Lexical	Hydrometrocolpos	hydrometrocolpos
HP:0030011	skos:exactMatch	MP:0003540	Lexical	Imperforate hymen	imperforate hymen
HP:0030683	skos:exactMatch	MP:0003541	Lexical	Vaginitis	vaginal inflammation
HP:0001741	skos:exactMatch	MP:0003554	Lexical	Phimosis	phimosis
HP:0000041	skos:exactMatch	MP:0003555	Lexical	Chordee	chordee
HP:0012873	skos:exactMatch	MP:0003557	Lexical	Absent vas deferens	absent vas deferens
HP:0002758	skos:exactMatch	MP:0003560	Lexical	Osteoarthritis	osteoarthritis
HP:0001370	skos:exactMatch	MP:0003561	Lexical	Rheumatoid arthritis	rheumatoid arthritis
HP:0010463	skos:exactMatch	MP:0003578	Lexical	Aplasia of the ovary	absent ovary
HP:0025318	skos:exactMatch	MP:0003579	Lexical	Ovarian carcinoma	increased ovarian carcinoma incidence
HP:0000072	skos:exactMatch	MP:0003585	Lexical	Hydroureter	large ureter
HP:0025634	skos:exactMatch	MP:0003589	Lexical	Abnormal ureter physiology	abnormal ureter physiology
HP:0000076	skos:exactMatch	MP:0003590	Lexical	Vesicoureteral reflux	ureteral reflux
HP:0008716	skos:exactMatch	MP:0003593	Lexical	Urethrovaginal fistula	urethrovaginal fistula
HP:0030424	skos:exactMatch	MP:0003595	Lexical	Epididymal cyst	epididymal cyst
HP:0000039	skos:exactMatch	MP:0003598	Lexical	Epispadias	epispadia
HP:0008696	skos:exactMatch	MP:0003602	Lexical	Renal hamartoma	increased renal hamartoma incidence
HP:0000122	skos:exactMatch	MP:0003604	Lexical	Unilateral renal agenesis	single kidney
HP:0000024	skos:exactMatch	MP:0003608	Lexical	Prostatitis	prostate gland inflammation
HP:0030276	skos:exactMatch	MP:0003609	Lexical	Small scrotum	small scrotum
HP:0100645	skos:exactMatch	MP:0003614	Lexical	Cystocele	urinary bladder prolapse
HP:0000015	skos:exactMatch	MP:0003615	Lexical	Bladder diverticulum	urinary bladder diverticulum
HP:0100520	skos:exactMatch	MP:0003620	Lexical	Oliguria	oliguria
HP:0100518	skos:exactMatch	MP:0003621	Lexical	Dysuria	dysuria
HP:0000016	skos:exactMatch	MP:0003622	Lexical	Urinary retention	ischuria
HP:0012535	skos:exactMatch	MP:0003635	Lexical	Abnormal synaptic transmission	abnormal synaptic transmission
HP:0002089	skos:exactMatch	MP:0003641	Lexical	Pulmonary hypoplasia	small lung
HP:0010310	skos:exactMatch	MP:0003660	Lexical	Chylothorax	chylothorax
HP:0200058	skos:exactMatch	MP:0003667	Lexical	Angiosarcoma	increased hemangiosarcoma incidence
HP:0000387	skos:exactMatch	MP:0003678	Lexical	Absent earlobe	absent ear lobes
HP:0009748	skos:exactMatch	MP:0003680	Lexical	Large earlobe	thick ear lobes
HP:0009748	skos:exactMatch	MP:0003683	Lexical	Large earlobe	prominent ear lobes
HP:0000597	skos:exactMatch	MP:0003688	Lexical	Ophthalmoparesis	ophthalmoparesis
HP:0001114	skos:exactMatch	MP:0003692	Lexical	Xanthelasma	xanthoma
HP:0020156	skos:exactMatch	MP:0003696	Lexical	Abnormal zona pellucida morphology	abnormal zona pellucida morphology
HP:0000980	skos:exactMatch	MP:0003717	Lexical	Pallor	pallor
HP:0000378	skos:exactMatch	MP:0003735	Lexical	Cupped ear	cup-shaped ears
HP:0005103	skos:exactMatch	MP:0003737	Lexical	Calcification of the auricular cartilage	ossification of pinnae
HP:0005473	skos:exactMatch	MP:0003740	Lexical	Fusion of middle ear ossicles	fusion of middle ear ossicles
HP:0000360	skos:exactMatch	MP:0003741	Lexical	Tinnitus	tinnitus
HP:0000268	skos:exactMatch	MP:0003742	Lexical	Dolichocephaly	narrow head
HP:0010280	skos:exactMatch	MP:0003746	Lexical	Stomatitis	stomatitis
HP:0002714	skos:exactMatch	MP:0003749	Lexical	Downturned corners of mouth	down-turned corners of mouth
HP:0002745	skos:exactMatch	MP:0003751	Lexical	Oral leukoplakia	oral leukoplakia
HP:0000174	skos:exactMatch	MP:0003755	Lexical	Abnormal palate morphology	abnormal palate morphology
HP:0012472	skos:exactMatch	MP:0003773	Lexical	Eclabion	eclabion
HP:0012471	skos:exactMatch	MP:0003774	Lexical	Thick vermilion border	thick lip
HP:0100825	skos:exactMatch	MP:0003777	Lexical	Cheilitis	lip inflammation
HP:0003103	skos:exactMatch	MP:0003797	Lexical	Abnormal cortical bone morphology	abnormal compact bone morphology
HP:0012385	skos:exactMatch	MP:0003807	Lexical	Camptodactyly	camptodactyly
HP:0002299	skos:exactMatch	MP:0003848	Lexical	Brittle hair	brittle hair
HP:0000958	skos:exactMatch	MP:0003853	Lexical	Dry skin	dry skin
HP:0002840	skos:exactMatch	MP:0003865	Lexical	Lymphadenitis	lymph node inflammation
HP:0031685	skos:exactMatch	MP:0003868	Lexical	Abnormal stool composition	abnormal feces composition
HP:0012575	skos:exactMatch	MP:0003881	Lexical	Abnormal nephron morphology	abnormal nephron morphology
HP:0030850	skos:exactMatch	MP:0003882	Lexical	Abnormal pulse pressure	abnormal pulse pressure
HP:0012248	skos:exactMatch	MP:0003896	Lexical	Prolonged PR interval	prolonged PR interval
HP:0012249	skos:exactMatch	MP:0003897	Lexical	Abnormal ST segment	abnormal ST segment
HP:0025074	skos:exactMatch	MP:0003898	Lexical	Abnormal QRS complex	abnormal QRS complex
HP:0031547	skos:exactMatch	MP:0003899	Lexical	Abnormal QT interval	abnormal QT interval
HP:0012232	skos:exactMatch	MP:0003900	Lexical	Shortened QT interval	shortened QT interval
HP:0031593	skos:exactMatch	MP:0003901	Lexical	Abnormal PR interval	abnormal PR interval
HP:0000776	skos:exactMatch	MP:0003924	Lexical	Congenital diaphragmatic hernia	diaphragmatic hernia
HP:0031862	skos:exactMatch	MP:0003928	Lexical	Increased heart rate variability	increased heart rate variability
HP:0031861	skos:exactMatch	MP:0003929	Lexical	Decreased heart rate variability	decreased heart rate variability
HP:0011054	skos:exactMatch	MP:0003931	Lexical	Agenesis of molar	absent molars
HP:0031409	skos:exactMatch	MP:0003945	Lexical	Abnormal lymphocyte physiology	abnormal lymphocyte physiology
HP:0032367	skos:exactMatch	MP:0003968	Lexical	Abnormal growth hormone level	abnormal growth hormone level
HP:0030345	skos:exactMatch	MP:0003969	Lexical	Abnormal circulating luteinizing hormone level	abnormal luteinizing hormone level
HP:0040086	skos:exactMatch	MP:0003970	Lexical	Abnormal prolactin level	abnormal prolactin level
HP:0031097	skos:exactMatch	MP:0003971	Lexical	Abnormal thyroid-stimulating hormone level	abnormal thyroid-stimulating hormone level
HP:0030760	skos:exactMatch	MP:0003985	Lexical	Renal fibrosis	renal fibrosis
HP:0002634	skos:exactMatch	MP:0003991	Lexical	Arteriosclerosis	arteriosclerosis
HP:0002069	skos:exactMatch	MP:0003997	Lexical	Generalized tonic-clonic seizures	tonic-clonic seizures
HP:0004890	skos:exactMatch	MP:0004012	Lexical	Elevated pulmonary artery pressure	increased pulmonary artery pressure
HP:0001561	skos:exactMatch	MP:0004020	Lexical	Polyhydramnios	polyhydramnios
HP:0040012	skos:exactMatch	MP:0004028	Lexical	Chromosome breakage	chromosome breakage
HP:0002647	skos:exactMatch	MP:0004044	Lexical	Aortic dissection	aortic dissection
HP:0031196	skos:exactMatch	MP:0004057	Lexical	Thin myocardium compact layer	thin myocardium compact layer
HP:0030718	skos:exactMatch	MP:0004062	Lexical	Right atrial enlargement	dilated heart right atrium
HP:0031595	skos:exactMatch	MP:0004070	Lexical	Abnormal P wave	abnormal P wave
HP:0002339	skos:exactMatch	MP:0004078	Lexical	Abnormal caudate nucleus morphology	abnormal caudate nucleus morphology
HP:0031982	skos:exactMatch	MP:0004079	Lexical	Abnormal putamen morphology	abnormal putamen morphology
HP:0002453	skos:exactMatch	MP:0004081	Lexical	Abnormal globus pallidus morphology	abnormal globus pallidus morphology
HP:0004303	skos:exactMatch	MP:0004087	Lexical	Abnormal muscle fiber morphology	abnormal muscle fiber morphology
HP:0006704	skos:exactMatch	MP:0004111	Lexical	Abnormal coronary artery morphology	abnormal coronary artery morphology
HP:0002900	skos:exactMatch	MP:0004119	Lexical	Hypokalemia	hypokalemia
HP:0030853	skos:exactMatch	MP:0004133	Lexical	Heterotaxy	heterotaxia
HP:0001257	skos:exactMatch	MP:0004143	Lexical	Spasticity	muscle hypertonia
HP:0008682	skos:exactMatch	MP:0004154	Lexical	Acute tubular necrosis	renal tubular necrosis
HP:0011611	skos:exactMatch	MP:0004157	Lexical	Interrupted aortic arch	interrupted aortic arch
HP:0012020	skos:exactMatch	MP:0004158	Lexical	Right aortic arch	right aortic arch
HP:0011590	skos:exactMatch	MP:0004159	Lexical	Double aortic arch	double aortic arch
HP:0011588	skos:exactMatch	MP:0004161	Lexical	Cervical aortic arch	cervical aortic arch
HP:0005344	skos:exactMatch	MP:0004181	Lexical	Abnormal carotid artery morphology	abnormal carotid artery morphology
HP:0010944	skos:exactMatch	MP:0004194	Lexical	Abnormal renal pelvis morphology	abnormal kidney pelvis morphology
HP:0100792	skos:exactMatch	MP:0004241	Lexical	Acantholysis	acantholysis
HP:0011970	skos:exactMatch	MP:0004254	Lexical	Cerebral amyloid angiopathy	cerebral amyloid angiopathy
HP:0000278	skos:exactMatch	MP:0004282	Lexical	Retrognathia	retrognathia
HP:0031000	skos:exactMatch	MP:0004329	Lexical	Vestibular saccular degeneration	vestibular saccular degeneration
HP:0000894	skos:exactMatch	MP:0004337	Lexical	Short clavicles	clavicle hypoplasia
HP:0010317	skos:exactMatch	MP:0004341	Lexical	Scapular aplasia	absent scapula
HP:0000882	skos:exactMatch	MP:0004343	Lexical	Hypoplastic scapulae	small scapula
HP:0002984	skos:exactMatch	MP:0004355	Lexical	Hypoplasia of the radius	short radius
HP:0003022	skos:exactMatch	MP:0004359	Lexical	Hypoplasia of the ulna	short ulna
HP:0100616	skos:exactMatch	MP:0004478	Lexical	Testicular teratoma	increased testicular teratoma incidence
HP:0100614	skos:exactMatch	MP:0004510	Lexical	Myositis	myositis
HP:0000458	skos:exactMatch	MP:0004512	Lexical	Anosmia	anosmia
HP:0010667	skos:exactMatch	MP:0004539	Lexical	Aplasia of the maxilla	absent maxilla
HP:0000327	skos:exactMatch	MP:0004540	Lexical	Hypoplasia of the maxilla	small maxilla
HP:0040116	skos:exactMatch	MP:0004541	Lexical	Aplasia of the Eustachian tube	absent auditory tube
HP:0000347	skos:exactMatch	MP:0004592	Lexical	Micrognathia	small mandible
HP:0002948	skos:exactMatch	MP:0004609	Lexical	Vertebral fusion	vertebral fusion
HP:0008479	skos:exactMatch	MP:0004610	Lexical	Hypoplastic vertebral bodies	small vertebrae
HP:0002948	skos:exactMatch	MP:0004612	Lexical	Vertebral fusion	fusion of vertebral bodies
HP:0002953	skos:exactMatch	MP:0004626	Lexical	Vertebral compression fractures	vertebral compression
HP:0030304	skos:exactMatch	MP:0004643	Lexical	Abnormal number of vertebrae	abnormal vertebrae number
HP:0100891	skos:exactMatch	MP:0004678	Lexical	Bifid xiphoid process	split xiphoid process
HP:0009900	skos:exactMatch	MP:0004699	Lexical	Unilateral deafness	unilateral deafness
HP:0500166	skos:exactMatch	MP:0004730	Lexical	Abnormal circulating gastrin level	abnormal circulating gastrin level
HP:0000405	skos:exactMatch	MP:0004739	Lexical	Conductive hearing impairment	conductive hearing loss
HP:0000407	skos:exactMatch	MP:0004740	Lexical	Sensorineural hearing impairment	sensorineural hearing loss
HP:0000410	skos:exactMatch	MP:0004741	Lexical	Mixed hearing impairment	mixed hearing loss
HP:0006560	skos:exactMatch	MP:0004839	Lexical	Biliary hyperplasia	bile duct hyperplasia
HP:0007670	skos:exactMatch	MP:0004844	Lexical	Abnormal vestibulo-ocular reflex	abnormal vestibuloocular reflex
HP:0012114	skos:exactMatch	MP:0004868	Lexical	Endometrial carcinoma	increased endometrial carcinoma incidence
HP:0010650	skos:exactMatch	MP:0004870	Lexical	Hypoplasia of the premaxilla	small premaxilla
HP:0005273	skos:exactMatch	MP:0004872	Lexical	Absent nasal septal cartilage	absent nasal septum
HP:0030684	skos:exactMatch	MP:0004891	Lexical	Abnormal adiponectin level	abnormal adiponectin level
HP:0030686	skos:exactMatch	MP:0004892	Lexical	Increased adiponectin level	increased adiponectin level
HP:0030685	skos:exactMatch	MP:0004893	Lexical	Decreased adiponectin level	decreased adiponectin level
HP:0000362	skos:exactMatch	MP:0004897	Lexical	Otosclerosis	otosclerosis
HP:0011123	skos:exactMatch	MP:0004947	Lexical	Inflammatory abnormality of the skin	skin inflammation
HP:0002797	skos:exactMatch	MP:0004992	Lexical	Osteolysis	increased bone resorption
HP:0001880	skos:exactMatch	MP:0005011	Lexical	Eosinophilia	increased eosinophil cell number
HP:0031891	skos:exactMatch	MP:0005012	Lexical	Decreased eosinophil count	decreased eosinophil cell number
HP:0100827	skos:exactMatch	MP:0005013	Lexical	Lymphocytosis	increased lymphocyte cell number
HP:0001888	skos:exactMatch	MP:0005016	Lexical	Lymphopenia	decreased lymphocyte cell number
HP:0100806	skos:exactMatch	MP:0005044	Lexical	Sepsis	sepsis
HP:0001977	skos:exactMatch	MP:0005048	Lexical	Abnormal thrombosis	abnormal thrombosis
HP:0001879	skos:exactMatch	MP:0005061	Lexical	Abnormal eosinophil morphology	abnormal eosinophil morphology
HP:0012437	skos:exactMatch	MP:0005084	Lexical	Abnormal gallbladder morphology	abnormal gallbladder morphology
HP:0031379	skos:exactMatch	MP:0005094	Lexical	Abnormal T cell proliferation	abnormal T cell proliferation
HP:0000610	skos:exactMatch	MP:0005098	Lexical	Abnormal choroid morphology	abnormal optic choroid morphology
HP:0008034	skos:exactMatch	MP:0005102	Lexical	Abnormal iris pigmentation	abnormal iris pigmentation
HP:0000870	skos:exactMatch	MP:0005124	Lexical	Increased circulating prolactin concentration	increased circulating prolactin level
HP:0031098	skos:exactMatch	MP:0005134	Lexical	Decreased thyroid-stimulating hormone level	decreased thyroid-stimulating hormone level
HP:0002925	skos:exactMatch	MP:0005135	Lexical	Increased thyroid-stimulating hormone level	increased thyroid-stimulating hormone level
HP:0031380	skos:exactMatch	MP:0005153	Lexical	Abnormal B cell proliferation	abnormal B cell proliferation
HP:0002067	skos:exactMatch	MP:0005156	Lexical	Bradykinesia	bradykinesia
HP:0001360	skos:exactMatch	MP:0005157	Lexical	Holoprosencephaly	holoprosencephaly
HP:0000027	skos:exactMatch	MP:0005159	Lexical	Azoospermia	azoospermia
HP:0000790	skos:exactMatch	MP:0005161	Lexical	Hematuria	hematuria
HP:0031189	skos:exactMatch	MP:0005162	Lexical	Wrist drop	carpoptosis
HP:0009914	skos:exactMatch	MP:0005163	Lexical	Cyclopia	cyclopia
HP:0000204	skos:exactMatch	MP:0005170	Lexical	Cleft upper lip	cleft upper lip
HP:0031212	skos:exactMatch	MP:0005184	Lexical	Abnormal circulating progesterone level	abnormal circulating progesterone level
HP:0000054	skos:exactMatch	MP:0005188	Lexical	Micropenis	small penis
HP:0030260	skos:exactMatch	MP:0005188	Lexical	Microphallus	small penis
HP:0002754	skos:exactMatch	MP:0005190	Lexical	Osteomyelitis	osteomyelitis
HP:0000553	skos:exactMatch	MP:0005197	Lexical	Abnormal uvea morphology	abnormal uvea morphology
HP:0001254	skos:exactMatch	MP:0005202	Lexical	Lethargy	lethargy
HP:0012630	skos:exactMatch	MP:0005203	Lexical	Abnormal trabecular meshwork morphology	abnormal trabecular meshwork morphology
HP:0100257	skos:exactMatch	MP:0005230	Lexical	Ectrodactyly	ectrodactyly
HP:0001126	skos:exactMatch	MP:0005242	Lexical	Cryptophthalmos	cryptophthalmos
HP:0012151	skos:exactMatch	MP:0005243	Lexical	Hemothorax	hemothorax
HP:0011851	skos:exactMatch	MP:0005244	Lexical	Hemopericardium	hemopericardium
HP:0000498	skos:exactMatch	MP:0005251	Lexical	Blepharitis	blepharitis
HP:0000486	skos:exactMatch	MP:0005254	Lexical	Strabismus	strabismus
HP:0000577	skos:exactMatch	MP:0005255	Lexical	Exotropia	exotropia
HP:0000565	skos:exactMatch	MP:0005256	Lexical	Esotropia	esotropia
HP:0012632	skos:exactMatch	MP:0005257	Lexical	Abnormal intraocular pressure	abnormal intraocular pressure
HP:0007906	skos:exactMatch	MP:0005258	Lexical	Ocular hypertension	ocular hypertension
HP:0000589	skos:exactMatch	MP:0005262	Lexical	Coloboma	coloboma
HP:0000096	skos:exactMatch	MP:0005264	Lexical	Glomerulosclerosis	glomerulosclerosis
HP:0009911	skos:exactMatch	MP:0005272	Lexical	Abnormal temporal bone morphology	abnormal temporal bone morphology
HP:0002508	skos:exactMatch	MP:0005277	Lexical	Brainstem dysplasia	abnormal brainstem morphology
HP:0003107	skos:exactMatch	MP:0005278	Lexical	Abnormal circulating cholesterol concentration	abnormal cholesterol homeostasis
HP:0030050	skos:exactMatch	MP:0005279	Lexical	Narcolepsy	narcolepsy
HP:0000581	skos:exactMatch	MP:0005287	Lexical	Blepharophimosis	narrow eye opening
HP:0001952	skos:exactMatch	MP:0005293	Lexical	Glucose intolerance	impaired glucose tolerance
HP:0040270	skos:exactMatch	MP:0005293	Lexical	Impaired glucose tolerance	impaired glucose tolerance
HP:0031095	skos:exactMatch	MP:0005296	Lexical	Abnormal humerus morphology	abnormal humerus morphology
HP:0003298	skos:exactMatch	MP:0005297	Lexical	Spina bifida occulta	spina bifida occulta
HP:0000011	skos:exactMatch	MP:0005302	Lexical	Neurogenic bladder	neurogenic bladder
HP:0001698	skos:exactMatch	MP:0005312	Lexical	Pericardial effusion	pericardial effusion
